timestamps,TP9,AF7,AF8,TP10,Right AUX
1680451805.637,-33.203,-39.551,-23.438,-14.648,0.000
1680451805.641,-62.500,-35.645,-31.738,-35.645,0.000
1680451805.645,-70.312,-39.062,-32.227,-42.969,0.000
1680451805.649,-64.453,-42.480,-33.691,-40.527,0.000
1680451805.653,-49.805,-42.969,-28.809,-35.156,0.000
1680451805.657,-44.434,-38.086,-33.203,-39.062,0.000
1680451805.661,-53.223,-38.574,-35.645,-45.410,0.000
1680451805.665,-64.453,-47.363,-29.785,-43.945,0.000
1680451805.668,-54.688,-44.434,-32.227,-35.156,0.000
1680451805.672,-37.109,-35.645,-26.367,-30.762,0.000
1680451805.676,-35.645,-36.621,3.418,-30.762,0.000
1680451805.680,-50.293,-47.852,-14.648,-41.016,0.000
1680451805.684,-52.734,-41.504,-41.016,-38.574,0.000
1680451805.688,-42.480,-37.598,-41.016,-34.180,0.000
1680451805.692,-24.902,-45.410,-39.062,-29.297,0.000
1680451805.696,-14.648,-41.016,-37.109,-19.531,0.000
1680451805.700,-29.297,-33.203,-37.598,-19.043,0.000
1680451805.704,-33.203,-33.691,-37.109,-22.461,0.000
1680451805.707,-26.855,-42.480,-38.086,-19.531,0.000
1680451805.711,-10.742,-35.645,-32.227,-2.930,0.000
1680451805.715,4.883,-29.785,-30.762,3.906,0.000
1680451805.719,-11.230,-37.598,-22.461,-6.836,0.000
1680451805.723,-35.645,-44.434,-19.043,-16.602,0.000
1680451805.727,-39.551,-47.852,-30.273,-17.578,0.000
1680451805.731,-34.180,-48.340,-34.180,-19.043,0.000
1680451805.735,-40.039,-48.828,-39.062,-24.414,0.000
1680451805.739,-47.363,-44.434,-36.133,-35.156,0.000
1680451805.743,-49.805,-39.062,-25.879,-39.062,0.000
1680451805.747,-50.781,-44.434,-23.926,-36.133,0.000
1680451805.750,-47.852,-40.527,-25.879,-39.062,0.000
1680451805.754,-51.758,-35.645,-26.367,-47.852,0.000
1680451805.758,-48.340,-39.062,-27.832,-51.758,0.000
1680451805.762,-50.293,-38.086,-24.902,-53.223,0.000
1680451805.766,-57.129,-34.668,-21.484,-49.316,0.000
1680451805.770,-36.621,-33.691,-23.438,-35.645,0.000
1680451805.774,-23.438,-35.156,-32.715,-31.250,0.000
1680451805.778,-24.414,-39.062,-31.738,-35.645,0.000
1680451805.782,-22.949,-38.574,-2.441,-31.250,0.000
1680451805.786,-24.902,-37.598,-14.160,-24.902,0.000
1680451805.790,-20.996,-35.645,-32.227,-18.555,0.000
1680451805.793,-14.648,-32.227,-23.438,-15.625,0.000
1680451805.797,-12.207,-30.273,-22.949,-15.137,0.000
1680451805.801,-7.324,-27.344,-28.320,-16.602,0.000
1680451805.805,-9.277,-31.250,-27.832,-20.508,0.000
1680451805.809,-13.672,-35.645,-24.902,-21.973,0.000
1680451805.813,-5.371,-29.785,-25.879,-21.973,0.000
1680451805.817,-6.348,-26.855,-27.344,-29.297,0.000
1680451805.821,-31.250,-34.180,-36.133,-37.598,0.000
1680451805.825,-42.969,-40.527,-6.348,-41.992,0.000
1680451805.829,-40.039,-40.039,6.348,-47.852,0.000
1680451805.832,-33.203,-35.156,-31.250,-45.410,0.000
1680451805.836,-35.156,-33.203,-36.133,-47.852,0.000
1680451805.840,-52.734,-38.086,-37.598,-60.547,0.000
1680451805.844,-55.664,-40.527,-37.109,-57.129,0.000
1680451805.848,-37.598,-38.574,-35.645,-39.062,0.000
1680451805.852,-27.832,-37.598,-32.227,-36.133,0.000
1680451805.856,-34.180,-37.598,-29.785,-42.480,0.000
1680451805.860,-43.945,-37.109,-32.227,-41.992,0.000
1680451805.864,-46.875,-40.039,-37.598,-41.504,0.000
1680451805.868,-42.480,-40.527,-35.156,-37.109,0.000
1680451805.872,-25.879,-40.039,-16.113,-23.926,0.000
1680451805.875,-11.719,-41.504,-22.949,-21.973,0.000
1680451805.879,-17.090,-40.527,-40.527,-26.367,0.000
1680451805.883,-25.879,-36.133,-40.039,-20.508,0.000
1680451805.887,-19.043,-33.203,-35.156,-15.625,0.000
1680451805.891,-6.836,-28.320,-38.574,-13.184,0.000
1680451805.895,-10.254,-35.156,-39.062,-19.531,0.000
1680451805.899,-33.203,-44.922,-36.133,-27.832,0.000
1680451805.903,-37.598,-44.922,-44.434,-31.738,0.000
1680451805.907,-33.691,-44.922,-41.992,-29.785,0.000
1680451805.911,-22.949,-36.621,-39.551,-21.484,0.000
1680451805.915,-36.133,-40.039,-34.180,-33.691,0.000
1680451805.918,-47.852,-47.852,-25.391,-40.527,0.000
1680451805.922,-29.785,-40.039,-33.691,-35.645,0.000
1680451805.926,-32.715,-37.109,-39.551,-37.109,0.000
1680451805.930,-40.527,-38.574,-38.574,-34.668,0.000
1680451805.934,-33.203,-33.691,-36.621,-30.762,0.000
1680451805.938,-35.156,-34.668,-39.062,-33.203,0.000
1680451805.942,-47.852,-40.527,-38.086,-45.410,0.000
1680451805.946,-52.246,-35.645,-33.203,-39.551,0.000
1680451805.950,-39.062,-29.785,-33.203,-24.414,0.000
1680451805.954,-23.926,-26.367,-32.715,-20.996,0.000
1680451805.957,-24.902,-30.762,-33.203,-29.297,0.000
1680451805.961,-35.645,-41.016,-35.645,-35.156,0.000
1680451805.965,-39.551,-42.969,-37.109,-32.715,0.000
1680451805.969,-32.227,-41.016,-37.109,-28.809,0.000
1680451805.973,-14.648,-37.109,-29.785,-16.113,0.000
1680451805.977,-11.230,-33.203,-31.738,-15.625,0.000
1680451805.981,-27.344,-32.715,-35.156,-22.949,0.000
1680451805.985,-35.645,-37.109,-27.344,-19.531,0.000
1680451805.989,-37.598,-33.691,-28.809,-20.508,0.000
